1st Place Solution with Code,b.e.s.,grandmaster,38,33,Allen Qin,novice,21,17,
[SeuTao@CHAN&Venn&Kele] 4th place solution（code updated）,SeuTao,grandmaster,51,48,soywu,novice,56,52,
Seven wasted years,Thomas Nelson,expert,114,101,Konrad Banachewicz,master,952,909,
Question about the dataset ,kelly jiang ,novice,1,0,Daniel Grijalva,novice,7,7,
Need help to build a deep learning rig.,Mukesh,expert,26,16,DrHB,expert,97,94,
How much knowledge of statistics and algebra is essential?,NanditaSathe,novice,2,1,April Liu,contributor,65,47,
keras starter kit (lb 0.892),beluga,grandmaster,445,406,Rajath,contributor,21,21,
9th place solution with code: single model,tugstugi,expert,41,38,Soonhwan Kwon,expert,51,50,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,zzz333,novice,15,14,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,IustinSibiescu,contributor,9,8,
[SeuTao@CHAN&Venn&Kele] 4th place solution（code updated）,SeuTao,grandmaster,51,48,yao,novice,1,1,
Seven wasted years,Thomas Nelson,expert,114,101,olivier,grandmaster,1373,1318,
Final call to Depth!,A.L.,master,304,264,A.L.,master,304,264,
Algorithmic bias...  Why should I trust AI?:),Liana Napalkova,contributor,51,44,jon0,novice,1,1,
how calculate evaluation score in pytorch?,Daniel lau,expert,12,10,Iafoss,expert,461,455,
keras starter kit (lb 0.892),beluga,grandmaster,445,406,yyqing,expert,58,56,
9th place solution with code: single model,tugstugi,expert,41,38,ruikai,novice,2,2,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Dmytro Poplavskiy,grandmaster,81,78,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Kristof Bielen,novice,1,1,
[SeuTao@CHAN&Venn&Kele] 4th place solution（code updated）,SeuTao,grandmaster,51,48,zyj1113,novice,7,7,
Seven wasted years,Thomas Nelson,expert,114,101,Luca Basanisi,expert,328,310,
Augmentation,RohanLeekha,contributor,6,4,Heisenberg,novice,5,4,
Algorithmic bias...  Why should I trust AI?:),Liana Napalkova,contributor,51,44,NelsonGon,expert,184,175,
A dumb question about what is y ,Yunsheng Xiao ,novice,3,2,blacksix,master,121,121,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Ann Lipkina (MMP, MSU, Russia),contributor,16,16,
9th place solution with code: single model,tugstugi,expert,41,38,ran64,contributor,1,1,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Valentin Tiriac,expert,23,23,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,加班可领夜宵券,novice,3,3,
[SeuTao@CHAN&Venn&Kele] 4th place solution（code updated）,SeuTao,grandmaster,51,48,ML sutdy ha ha,novice,22,22,
Seven wasted years,Thomas Nelson,expert,114,101,GuyMulino,novice,11,8,
Augmentation,RohanLeekha,contributor,6,4,André Neves,contributor,38,35,
A dumb question about what is y ,Yunsheng Xiao ,novice,3,2,GX Kok,contributor,56,56,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Sergey Serov,novice,9,9,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,guang.ster,master,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,soywu,novice,56,52,
I can't access to my notebook,Jose Quesada,contributor,3,2,Wate Soyan,contributor,22,19,
Seven wasted years,Thomas Nelson,expert,114,101,JohnM,master,563,522,
A dumb question about what is y ,Yunsheng Xiao ,novice,3,2,James Chong,contributor,7,6,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Afanasev Pavel (MMP, MSU, Russia),novice,10,10,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,ronakdedhiya,novice,3,3,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,crazy_lazy_life,contributor,1,1,
I can't access to my notebook,Jose Quesada,contributor,3,2,Michal Gdak,expert,19,19,
Seven wasted years,Thomas Nelson,expert,114,101,Sergey Bryansky,expert,111,105,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Alexander D'yakonov,grandmaster,210,173,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Julia Elliott,staff,251,205,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Guanshuo Xu,grandmaster,134,124,
Can't open Python Notebook,MarkFive,contributor,6,5,Hans Yang,expert,44,40,
Seven wasted years,Thomas Nelson,expert,114,101,Giba,grandmaster,606,573,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Urvanov Egor,novice,61,57,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Julia Elliott,staff,251,205,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Noman Arshad,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,zhe zheng,contributor,8,7,
Seven wasted years,Thomas Nelson,expert,114,101,YouHan Lee,expert,310,284,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Ann Lipkina (MMP, MSU, Russia),contributor,16,16,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Adithya Seshasayee,novice,17,14,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Rohan Kandari,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Malvika Pandey,novice,1,1,
Seven wasted years,Thomas Nelson,expert,114,101,LeonF,contributor,116,112,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Urvanov Egor,novice,61,57,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Taegyun Um,novice,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Piyush,expert,72,72,
Can't open Python Notebook,MarkFive,contributor,6,5,Jose Quesada,contributor,3,2,
Seven wasted years,Thomas Nelson,expert,114,101,Anastasia Miroshnikova,contributor,1,1,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Aleksey Dumbay (MMP, MSU, Russia),contributor,23,23,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Raynard Chai,contributor,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,George Dzhgarkava,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Anlin,novice,1,1,
creating new feature from two existing features,ubaid ullah ganaie,novice,4,2,Florian Eichin,contributor,24,20,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Viktor Yanush (MMP, MSU, Russia),novice,5,5,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,AkiraSosa,novice,12,11,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Limaopeng,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Paul Mooney,staff,1057,1022,
creating new feature from two existing features,ubaid ullah ganaie,novice,4,2,Pankaj Yadav,contributor,24,18,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Ann Lipkina (MMP, MSU, Russia),contributor,16,16,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Kaggoo,expert,103,92,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Demoniaan,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,seiichiro,contributor,5,5,
creating new feature from two existing features,ubaid ullah ganaie,novice,4,2,Srivathsan G,contributor,1,1,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Alexander D'yakonov,grandmaster,210,173,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Han Liu,novice,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Kevin Cruz,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Alex Armbruster,contributor,2,2,
creating new feature from two existing features,ubaid ullah ganaie,novice,4,2,Abhishekmamidi,expert,103,101,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Aleksey Dumbay (MMP, MSU, Russia),contributor,23,23,
Reminder: MODEL UPLOAD DEADLINE,Julia Elliott,staff,251,205,Kanwalinder Singh,contributor,19,17,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Ricky,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Saravanan Rajendran,contributor,3,2,
Not able to import 'sklearn.impute' in online kernel,Florian Eichin,contributor,24,20,Pankaj Yadav,contributor,24,18,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Nikita Yudin (MMP, MSU, Russia),novice,9,9,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,ClessVNA,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Noah Syrkis,novice,5,5,
Not able to import 'sklearn.impute' in online kernel,Florian Eichin,contributor,24,20,anooj,contributor,7,6,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Timur K,novice,9,9,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Daeonn,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,kaerururu,expert,10,6,
Not able to import 'sklearn.impute' in online kernel,Florian Eichin,contributor,24,20,Pankaj Yadav,contributor,24,18,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Alexander D'yakonov,grandmaster,210,173,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Sani Kamal,expert,142,135,
Can't open Python Notebook,MarkFive,contributor,6,5,bobyan,novice,1,1,
SQL results seem off.,Chris Kehl,novice,43,26,Chris Kehl,novice,43,26,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Pavel Mazaev (MMP, MSU, Russia),novice,10,10,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,MarsPain,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Leonardo Silva,contributor,1,1,
SQL results seem off.,Chris Kehl,novice,43,26,Chris Kehl,novice,43,26,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Ann Lipkina (MMP, MSU, Russia),contributor,16,16,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Challenging,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,HDKIM,expert,34,34,
SQL results seem off.,Chris Kehl,novice,43,26,Hooopo Wang,novice,1,1,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Алексей Щекалёв,novice,10,10,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Dheerendra Kumar Singh,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Alexey Sapsay,contributor,13,12,
Time zone of weather data,Dorien,novice,1,0,Qingchen,grandmaster,197,192,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Urvanov Egor,novice,61,57,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Yaduvendra Singh,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Dikower,novice,1,1,
Stay or Switch ? ,Shahebaz,master,481,431,Regan Lui ,contributor,18,16,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,Nikita Yudin (MMP, MSU, Russia),novice,9,9,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Can Polat,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,rinki,contributor,1,1,
Stay or Switch ? ,Shahebaz,master,481,431,Serigne ,master,660,638,
Предложения, возмущения, комментарии, флуд,Alexander D'yakonov,grandmaster,210,173,ALOK PRATAP,expert,144,141,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,sanjay m,contributor,2,2,
Can't open Python Notebook,MarkFive,contributor,6,5,Transform Yang,novice,1,1,
Stay or Switch ? ,Shahebaz,master,481,431,Abhishekmamidi,expert,103,101,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,BenjaminSchmitt,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Apoorva Bhide,novice,1,1,
Stay or Switch ? ,Shahebaz,master,481,431,Aguiar,master,229,205,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Atsamaz Gatsoev,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,rgrenholm,novice,1,1,
Stay or Switch ? ,Shahebaz,master,481,431,ethan,contributor,9,8,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,wentao,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,AbhishekSrinivasan,contributor,2,2,
Stay or Switch ? ,Shahebaz,master,481,431,S D,novice,100,97,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,zhangeng,novice,17,16,
Can't open Python Notebook,MarkFive,contributor,6,5,RobertKnight,contributor,3,3,
Stay or Switch ? ,Shahebaz,master,481,431,prphet,expert,31,29,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Ashutosh Mishra,contributor,9,8,
Can't open Python Notebook,MarkFive,contributor,6,5,swaszka1,novice,3,2,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Johan Coetzee,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Ashkan,contributor,10,10,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Alex33319,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Leonardo Ferreira ,master,486,473,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,sblroid,expert,2,2,
Can't open Python Notebook,MarkFive,contributor,6,5,Federico Peccia,contributor,32,25,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Shantanu Sharma, Ph.D.,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Mikhail Khasykov,novice,2,2,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Xingyu Wei,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Oscar Adimi,novice,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Dat Nguyen,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Alpamys Tolegen,contributor,20,12,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,malisa23,novice,4,4,
Can't open Python Notebook,MarkFive,contributor,6,5,OlleDahlén,novice,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Krishna Jyoti Das,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Bhamin,contributor,4,4,
Preventing shakeup/Stabilizing result,A.L.,master,304,264,CPMP,grandmaster,4680,4449,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Quy Nguyen,expert,148,147,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,drkii,contributor,1,1,
Preventing shakeup/Stabilizing result,A.L.,master,304,264,A.L.,master,304,264,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Keshan Sodimana,contributor,7,6,
How to deal with version control for Kaggle Competitions?,Calvin Leung,novice,3,2,Nick,expert,115,111,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,Silogram,grandmaster,179,170,
Can't upload wide dataset,SterlingRamroach,contributor,7,6,Megan Risdal,expert,1312,944,
Can't find the target?,Peter Hurford,master,498,474,Anurag Hakeem,novice,1,1,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Mengyang Chen,novice,2,2,
Can't open Python Notebook,MarkFive,contributor,6,5,Mehvish Ashiq,novice,5,4,
Preventing shakeup/Stabilizing result,A.L.,master,304,264,See--,master,73,70,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Samson Qian,contributor,84,75,
Market-residualized returns,JaMychal Green,contributor,1,0,Peter,expert,190,185,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,Alexander Firsov,expert,187,171,
Can't read data file ,Steven Dye,contributor,10,8,Hakeem G,novice,1,1,
Can't find the target?,Peter Hurford,master,498,474,Peter Hurford,master,498,474,
Can't open Python Notebook,MarkFive,contributor,6,5,Sokratis Kouvaras,contributor,17,17,
Reuters News Analytics,Aguiar,master,229,205,Roberto Spadim,expert,456,439,
Competition suggestions for beginners,Ameya Anjarlekar ,contributor,1,0,Nick,expert,115,111,
Discrepancy between CV and LB scores,Craig Armstrong,contributor,39,35,Phil Culliton,staff,272,254,
Unable to submit the file : Please Help!,Jean,contributor,12,11,Nick,expert,115,111,
Scraping Text Sources for classifying my blog,Debadri Dutta,expert,129,103,Mark Tselikov,contributor,27,26,
Def Function Failed in Kernel,HanXin,novice,3,2,Yakin,contributor,41,32,
Find team,Glaucis,contributor,22,21,Ravishankar H Ramaswamy,novice,1,1,
Beginner needs help with performance issues,TuomasTalvitie,novice,3,2,TuomasTalvitie,novice,3,2,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Khanij Kumar S G,contributor,3,3,
Market-residualized returns,JaMychal Green,contributor,1,0,Roberto Spadim,expert,456,439,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,Phil Culliton,staff,272,254,
Welcome!,inversion,staff,1698,1555,VinceTan,novice,4,4,
Converging to image average,Elad P,novice,3,2,GX Kok,contributor,56,56,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Michael Larico,contributor,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,RMMG,contributor,16,15,
Load data faster ??,Djaballah,contributor,94,92,Alexander Firsov,expert,187,171,
Competition suggestions for beginners,Ameya Anjarlekar ,contributor,1,0,ChrisBow,contributor,105,99,
Discrepancy between CV and LB scores,Craig Armstrong,contributor,39,35,olivier,grandmaster,1373,1318,
Unable to submit the file : Please Help!,Jean,contributor,12,11,Dmitriy Guller,master,373,368,
Scraping Text Sources for classifying my blog,Debadri Dutta,expert,129,103,GrazR,novice,15,13,
Def Function Failed in Kernel,HanXin,novice,3,2,HanXin,novice,3,2,
Find team,Glaucis,contributor,22,21,saqlain,novice,2,2,
Beginner needs help with performance issues,TuomasTalvitie,novice,3,2,TuomasTalvitie,novice,3,2,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Romain Destenay,contributor,3,3,
Market-residualized returns,JaMychal Green,contributor,1,0,esvhd,novice,28,23,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,MichaelMayer,contributor,30,29,
Welcome!,inversion,staff,1698,1555,Tim Joseph,master,270,260,
Converging to image average,Elad P,novice,3,2,Elad P,novice,3,2,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Moiz Saifee,master,5,4,
Can't open Python Notebook,MarkFive,contributor,6,5,Shibashis Ghosh,contributor,2,2,
Which software should I use for SQL?,Tara Haddadin,novice,3,0,Andrea Vazquez-Ingelmo,contributor,6,6,
How to do K-folds with Keras,Brian,novice,243,236,ATAG !!,contributor,64,63,
Submission Error,Jaideep,novice,213,199,Jaideep,novice,213,199,
Machine Learning for Insights: Access Denied,zinebbousbaa,novice,2,1,ColinMorris,staff,221,214,
Tutorial; Gotta Teach em' All!,Ritesh Saluja,expert,128,112,Ian Catindig,staff,291,289,
Load data faster ??,Djaballah,contributor,94,92,Aguiar,master,229,205,
Save as CSV for submission,Kim Hoe,novice,27,23,deja vu,expert,52,51,
Discrepancy between CV and LB scores,Craig Armstrong,contributor,39,35,Leonid Gilburd,contributor,36,34,
Unable to submit the file : Please Help!,Jean,contributor,12,11,Hyun woo kim,expert,378,347,
Why the score on kaggle is different than my accuracy?,Luca,contributor,5,2,Mark Tselikov,contributor,27,26,
Def Function Failed in Kernel,HanXin,novice,3,2,HanXin,novice,3,2,
Find team,Glaucis,contributor,22,21,Arun Chandrasekar,novice,9,9,
Beginner needs help with performance issues,TuomasTalvitie,novice,3,2,Steven Nguyen,expert,516,506,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Justin Hocking,contributor,2,2,
How do you deal with gclID?,Misha Lisovyi,expert,309,285,averagemn,contributor,82,75,
Welcome!,inversion,staff,1698,1555,Shujian Liu,master,813,733,
Joining 3 files together with the unix command line,Chris Kehl,novice,43,26,Simon Bajew,expert,153,146,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Kartik Bhartiya,contributor,5,4,
Can't open Python Notebook,MarkFive,contributor,6,5,Alexey Sapsay,contributor,13,12,
So where does the discrepancy between local scores and corrected LB come from?,Adams,expert,169,148,Nick,expert,115,111,
How to do K-folds with Keras,Brian,novice,243,236,Brian,novice,243,236,
Machine Learning for Insights: Access Denied,zinebbousbaa,novice,2,1,Saleh Ahmad ,novice,2,2,
confusion in dataset,Vishabh,novice,9,4,Dhrumil Mehta,contributor,9,8,
Reverting to an old kernel version,Keshan Sodimana,contributor,7,6,Jingjing,novice,1,1,
Load data faster ??,Djaballah,contributor,94,92,Nick,expert,115,111,
how to understand the missing VisitNum?,dylan_chen,contributor,9,8,fingoldo,novice,29,28,
Discrepancy between CV and LB scores,Craig Armstrong,contributor,39,35,Nick,expert,115,111,
Unable to submit the file : Please Help!,Jean,contributor,12,11,JohnM,master,563,522,
Why is the score on kaggle different than accuracy?,Luca,contributor,5,2,Luca,contributor,5,2,
Load data locally on windows anaconda ,Shan Yu,expert,32,22,Mr Loke,contributor,67,55,
Def Function Failed in Kernel,HanXin,novice,3,2,Yakin,contributor,41,32,
Find team,Glaucis,contributor,22,21,FuYiman123,novice,1,1,
Beginner needs help with performance issues,TuomasTalvitie,novice,3,2,Abhishek Pande,contributor,2,2,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Justin Hocking,contributor,2,2,
How do you deal with gclID?,Misha Lisovyi,expert,309,285,fingoldo,novice,29,28,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,Shubin,master,82,79,
Welcome!,inversion,staff,1698,1555,Hasib Zunair,contributor,35,34,
How to do ordinal regression with XGBoost?,CuongTran,novice,2,1,jayden,contributor,10,8,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Rajan Chris,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,MarkFive,contributor,6,5,
So where does the discrepancy between local scores and corrected LB come from?,Adams,expert,169,148,Craig Armstrong,contributor,39,35,
Using unet,Nitish Kumar,contributor,41,33,Giulia Savorgnan,contributor,21,20,
how to use multi gpu in keras,AlexYung,master,103,94,Adam Hart,contributor,32,28,
Machine Learning for Insights: Access Denied,zinebbousbaa,novice,2,1,zinebbousbaa,novice,2,1,
Reverting to an old kernel version,Keshan Sodimana,contributor,7,6,Raenish David,contributor,11,11,
Atipicos o feature engineering,SergioTiria,novice,2,0,Luisa Fernanda García,novice,6,5,
Howmuch train & test data are different?,Prashant Kikani,master,174,163,Karachun Michael,master,8,7,
Discrepancy between CV and LB scores,Craig Armstrong,contributor,39,35,Arthurim,contributor,5,4,
Unable to submit the file : Please Help!,Jean,contributor,12,11,Alphonse Okossi,novice,1,1,
Why is the score on kaggle different than accuracy?,Luca,contributor,5,2,Wanderson Marques,contributor,3,3,
Let's share our ideas: my solution,Holar,expert,25,21,Iskode,novice,3,3,
Find team,Glaucis,contributor,22,21,nitishaggarwal,contributor,20,18,
Just made my first Kaggle submission!,Li Tuo Kobe,contributor,5,4,Takashi Yabuta,contributor,5,4,
How to run kaggle kernel in background?,Krishna Prasad,contributor,7,5,Adrian Celaya,contributor,6,6,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,Alexander Firsov,expert,187,171,
Welcome!,inversion,staff,1698,1555,Yichen,novice,1,1,
How to do ordinal regression with XGBoost?,CuongTran,novice,2,1,vha,novice,6,4,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Tamansh,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Dr. TO,novice,1,1,
Questions about the labels,Syd Sim,contributor,2,1,Pallavi,novice,16,16,
How to save the data preprocessing in the input,Thibault Duplay,novice,3,2,Rachael Tatman,staff,1773,1743,
LightGBM Not Supported?,authman,expert,329,301,Vincent Roseberry,staff,46,44,
how to use multi gpu in keras,AlexYung,master,103,94,Bea Gomez,novice,3,3,
What happened to Meta Kaggle dataset?,Gabriel Preda,master,736,690,Shivam Bansal,grandmaster,620,599,
Using Mice imputation,Anurag Verma,contributor,24,17,Mathan,contributor,62,59,
Atipicos o feature engineering,SergioTiria,novice,2,0,CatalinaHerreraCancelado,novice,1,1,
Howmuch train & test data are different?,Prashant Kikani,master,174,163,AmirH,expert,315,277,
Discrepancy between CV and LB scores,Craig Armstrong,contributor,39,35,Antoine,expert,141,137,
Unable to submit the file : Please Help!,Jean,contributor,12,11,yilisg,expert,106,93,
Why is the score on kaggle different than accuracy?,Luca,contributor,5,2,Chris Deotte,master,1403,1382,
Let's share our ideas: my solution,Holar,expert,25,21,Fémi Aluko,novice,7,6,
Find team,Glaucis,contributor,22,21,Glaucis,contributor,22,21,
How to run kaggle kernel in background?,Krishna Prasad,contributor,7,5,sluk3r,contributor,3,3,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,S D,novice,100,97,
Welcome!,inversion,staff,1698,1555,RDizzl3,master,200,181,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,Anav Gupta,novice,1,1,
Can't open Python Notebook,MarkFive,contributor,6,5,Bryan,novice,1,1,
The Evolution of Metal,Anna Foard,novice,2,1,mrpantherson,contributor,31,30,
ML Insights Course: Model Summary Graphics,DanB,staff,534,498,Vincenzo Manzoni,novice,2,2,
How to save the data preprocessing in the input,Thibault Duplay,novice,3,2,Nitin,contributor,14,14,
Selección del Mejor Sometimiento,Jorge Garzon,novice,3,2,Luisa Fernanda García,novice,6,5,
Thank you but also a little help for a novice :),Robert Alexander,novice,11,10,Camheras,contributor,1,1,
What happened to Meta Kaggle dataset?,Gabriel Preda,master,736,690,threecourse,master,32,27,
Using Mice imputation,Anurag Verma,contributor,24,17,April Liu,contributor,65,47,
Atipicos o feature engineering,SergioTiria,novice,2,0,victorharold,novice,2,2,
Howmuch train & test data are different?,Prashant Kikani,master,174,163,Joe Eddy,master,250,240,
Looking for a team,Vignesh Kumar S,novice,3,2,Danni Xiangmiao,novice,2,2,
Let's share our ideas: my solution,Holar,expert,25,21,Nnoruka Emeka,novice,1,1,
Find team,Glaucis,contributor,22,21,nitishaggarwal,contributor,20,18,
Making data available for R users,amrrs,master,363,355,amrrs,master,363,355,
More than 10M single user revenue in test set,Ahmet Erdem,master,210,189,Allen,expert,106,95,
Welcome!,inversion,staff,1698,1555,RevantTiwari,novice,1,1,
Albumentations,Vladimir Iglovikov,grandmaster,336,283,Serigne ,master,660,638,
1st Place Solution with Code,b.e.s.,grandmaster,38,33,NelsonGon,expert,184,175,
Is there a connection free way of training your model on GCP?,Nazim Girach,contributor,61,55,Tomasz Bartczak,contributor,39,36,
Ways to  transfer dataset to google cloud bucket without download,Rajath S,novice,8,5,Pallavi,novice,16,16,
ML Insights Course: Model Summary Graphics,DanB,staff,534,498,Damon Resnick,contributor,11,11,
Selección del Mejor Sometimiento,Jorge Garzon,novice,3,2,Karen Quiroga,novice,1,1,
Thank you but also a little help for a novice :),Robert Alexander,novice,11,10,Saba Siddiqi,contributor,6,6,
What happened to Meta Kaggle dataset?,Gabriel Preda,master,736,690,beluga,grandmaster,445,406,
Treating categorical binary variables,Anurag Verma,contributor,24,17,Ajay Shewale,contributor,49,47,
Atipicos o feature engineering,SergioTiria,novice,2,0,JohnD,novice,1,1,
Various reference to solve high cardinality,YouHan Lee,expert,310,284,A.Demyanchuk,contributor,5,4,
Looking for a team,Vignesh Kumar S,novice,3,2,Ruba,contributor,9,8,
Let's share our ideas: my solution,Holar,expert,25,21,OniStephenAyodele,novice,2,2,
Feature description,Philip Ittmann,novice,1,0,jack290595,novice,1,1,
Find team,Glaucis,contributor,22,21,Glaucis,contributor,22,21,
Making data available for R users,amrrs,master,363,355,Nick,expert,115,111,
Improve Accuracy over Image dataset in Convolutional Neural Network,Timothy Brin,novice,11,5,Sanket(信号),expert,51,42,
