{'content': '这个东西确实好，下次还买', 'productId': '37603225476'}
{'content': '此用户未填写评价内容', 'productId': '36447202745'}
{'content': '此用户未填写评价内容', 'productId': '36447202745'}
{'content': '确实是甜甜的，但是个人不太适应这种甜味，慢慢就闲置了。', 'productId': '36447202745'}
{'content': '此用户未填写评价内容', 'productId': '36447202745'}
{'content': '此用户未填写评价内容', 'productId': '36447202745'}
{'content': '您没有填写内容，默认好评', 'productId': '36447202745'}
{'content': '不错，是甜的叶子，好。', 'productId': '36447202745'}
{'content': '很好，喝起来很顺口！', 'productId': '36447202745'}
{'content': '不错 不错  不错', 'productId': '36447202745'}
{'content': '超好的！甜甜的！', 'productId': '36447202745'}
{'content': '包装很用心啊。', 'productId': '36447202745'}
{'content': '包装精美', 'productId': '36447202745'}
{'content': '物流很快', 'productId': '36447202745'}
{'content': '不知道该怎么评价，介绍上说揭盖问其香，可是泡了之后问到的还是那股草味，这种茶叶很像我老家路边长的那种草，泡起来喝确实很甜，但那种味道就像是你拿一杯白开水加了一大堆冰糖喝起来一个味道，喝进去之后舌头还会留有另一种味道，到现在就只喝过一口', 'productId': '36447202745'}
{'content': '挺好', 'productId': '36447202745'}
{'content': '好', 'productId': '36447202745'}
{'content': '不错，不错，不错，不错，不错，不错。', 'productId': '37581042838'}
{'content': '挺好的&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '您没有填写内容，默认好评', 'productId': '37581042838'}
{'content': '很好很好很好很好很好', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '应该换不错不错不错不错不错不错', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '挺好，挺好，挺好，挺好，挺好，挺好。', 'productId': '37581042838'}
{'content': '收到了，很好看，期待喝的感觉', 'productId': '37581042838'}
{'content': '宝贝很不错，成色很好，', 'productId': '37581042838'}
{'content': '此用户未填写评价内容', 'productId': '37581042838'}
{'content': '宝贝已收到，不错?下次还会光临?', 'productId': '37581042838'}
{'content': '好小的桃花！！！', 'productId': '37581042838'}
{'content': '有点灰', 'productId': '37581042838'}
{'content': '很好', 'productId': '37581042838'}
{'content': '很好', 'productId': '37581042838'}
{'content': '两瓶瓶子都是烂的，花也不怎么好，有一半都是碎的，**了', 'productId': '37581042838'}
{'content': '喝过了立马就有效果了。肚子咕噜噜，但就是味道有点苦。', 'productId': '37581042838'}
{'content': '挺实惠的，买一送一，物流也很给力，好评', 'productId': '37581042838'}
{'content': '玫瑰花希望能养颜美白，希望变美', 'productId': '37581042838'}
{'content': '桃花不好，有好多都有了小桃子了? ? ? ?', 'productId': '37581042838'}
{'content': '到的时候有一瓶烂了，商量挺好的第二天就给补发了', 'productId': '37581042838'}
{'content': '宝贝儿很精细，配送及时，非常满意的一次购物', 'productId': '37581042838'}
{'content': '喝过了立马就有效果了。肚子咕噜噜，但就是味道有点苦。', 'productId': '37581042838'}
{'content': '太小了，不知道是不是桃花，怎么不排便呢', 'productId': '37581042838'}
{'content': '包装挺好的，看着不错，快递也很快', 'productId': '37581042838'}
{'content': '第二次来买了，他们家的茶很好', 'productId': '37581042838'}
{'content': '好看  不过真的喝不习惯这个味道', 'productId': '37581042838'}
{'content': '这个香菇很好吃！买啦好几次啦！快递也很及时！我好喜欢的哦！', 'productId': '22131432347'}
{'content': '此用户未填写评价内容', 'productId': '22131432347'}
{'content': '发货速度很快哦！包装很好祝卖家生意兴隆~超棒的店家', 'productId': '22131432347'}
{'content': '发货速度快。实物与图片一致外包装很漂亮，一如既往的很好！', 'productId': '22131432347'}
{'content': '终于找到家好店客服很是积极 。喜欢的人赶紧下手吧！期盼下一次再有機會購買不同產品~', 'productId': '22131432347'}
{'content': '老板人也很好~是自己喜欢的。东西收到之后马上查看了  是我想要的', 'productId': '22131432347'}
{'content': '宝贝很是满意。质量棒棒棒的~挺好的~期盼下一次再有機會購買不同產品', 'productId': '22131432347'}
{'content': '宝贝特别好，价美物廉！实物与图片相符  下次一定还要光临。', 'productId': '22131432347'}
{'content': '商家发货很快~非常喜欢东西包装很好看的服务态度好。', 'productId': '22131432347'}
{'content': '给商家一个赞。实物与图片一致！下次还会在买~期待下一次从你店里买到更好的东西。', 'productId': '22131432347'}
{'content': '总体来说很好~让人喜欢在这里买东西，下次还来买别的', 'productId': '22131432347'}
{'content': '服务非常好~服务也很周到！有不懂的去问客服  没让我失望，', 'productId': '22131432347'}
{'content': '发货速度快~和图片一样一样一样的  实物与图片相符。如果有需要我还会继续光顾你的店铺', 'productId': '22131432347'}
{'content': '物流很快~很好的卖家。实体店这个价格绝对买不到。祝老板生意越来越红火', 'productId': '22131432347'}
{'content': '早上收到~商品质量也非常不错本人很喜欢  值得推荐！', 'productId': '22131432347'}
{'content': '没有瑕疵~质量很好良心评价感觉买的很值是真的物美价廉', 'productId': '22131432347'}
{'content': '非常好', 'productId': '22131432347'}
{'content': '已经第三次购买了很精致客服态度很好~总之一切一切都很好。', 'productId': '22131432347'}
{'content': '货比我想像中要好，价格优惠质量不错店主服务态度好！客服很好！', 'productId': '22131432347'}
{'content': '东西包裹的很严实~卖家也很风趣，与图片相同，还会再光顾的，', 'productId': '22131432347'}
{'content': '发货很快  特别放心 ~也超级好看  全五星好评！', 'productId': '22131432347'}
{'content': '东西不错  还挺不错的~跟店家描述一样，很不错值得购买', 'productId': '22131432347'}
{'content': '如店家所说，物流超级快~非常不错的一件宝贝！期待下一次从你店里买到更好的东西', 'productId': '22131432347'}
{'content': '发货很快。很不错的卖家~下次再来哦！客服很好！', 'productId': '22131432347'}
{'content': '阔以阔以，宝贝很好~下次再来哦下次有需要还来此店！', 'productId': '22131432347'}
{'content': '这个香菇很好吃！买啦好几次啦！快递也很及时！我好喜欢的哦！', 'productId': '22131432347'}
{'content': '超级好！包装很好~东西包装很好看的！！', 'productId': '22131432347'}
{'content': '东西包裹的很严实~卖家也很风趣，与图片相同，还会再光顾的，', 'productId': '22131432347'}
{'content': '宝贝收到很满意~卖家也很风趣非常好，买家服务也是很好！', 'productId': '22131432347'}
{'content': '真的是太好了~很实用。店主服务态度好全五星好评', 'productId': '22131432347'}
{'content': '物流很快啦很不错，很不错！效率卖家~超棒的店家！', 'productId': '22131432347'}
{'content': '已经第三次购买了很精致客服态度很好~总之一切一切都很好。', 'productId': '22131432347'}
{'content': '早上收到！真出乎我的意料！，很值', 'productId': '22131432347'}
{'content': '物流非常快是自己喜欢的。效率卖家~一如既往的很好。', 'productId': '22131432347'}
{'content': '东西不错！做工精细服务也很好的~下次一定还要光临', 'productId': '22131432347'}
{'content': '发货速度快，价格便宜~老满意了~大力推荐！', 'productId': '22131432347'}
{'content': '收到了~宝贝很好服务态度也很好~很喜欢宝贝，评价五分', 'productId': '22131432347'}
{'content': '宝贝不错  很好这个价很值了~祝生意兴隆！', 'productId': '22131432347'}
{'content': '收到货了，收到的时候包装完好~服务态度很周到。下次来你可要优惠哦。', 'productId': '22131432347'}
{'content': '宝贝挺好的  很是喜欢~送货实在是快  客服很好。', 'productId': '22131432347'}
{'content': '物流送到  值得推荐宝贝很喜欢。评价五分！', 'productId': '22131432347'}
{'content': '商家发货很快！很精致  也超级好看~谢谢卖家~', 'productId': '22131432347'}
{'content': '值得拥有！质量好！对得起这个价格，给好评，', 'productId': '22131432347'}
{'content': '第二次来买了质量很好。质量优。强烈推荐。', 'productId': '22131432347'}
{'content': '没想到这么快就到了~东西很喜欢  物有所值~祝店家生意兴隆', 'productId': '22131432347'}
{'content': '快递超级快的  很好我很喜欢  挺好的~祝老板生意越来越红火', 'productId': '22131432347'}
{'content': '物流非常快。性价比很高，与原图一样好看~下次还来买，', 'productId': '22131432347'}
{'content': '终于找到家好店~物超所值！服务态度很周到~~', 'productId': '22131432347'}
{'content': '没有瑕疵感觉非常好，比我想象的要好很多~希望你的生意越做越好啊。', 'productId': '22131432347'}
{'content': '值得回购实物与图片一致质量优~值得推荐~', 'productId': '22131432347'}
{'content': '物流挺快的！性价特别高！满星评分哦  大家放心购买吧~', 'productId': '22131432347'}
{'content': '物流送到很不错的卖家客服推荐的很合适。祝店家生意兴隆', 'productId': '22131432347'}
{'content': '没有瑕疵服务态度非常好。质量很不错大家放心购买吧，', 'productId': '22131432347'}
{'content': '总体来说很好，包装非常仔细！包装也好看  我很喜欢', 'productId': '22131432347'}
{'content': '很喜欢，做工很好，这个价很值了！大家放心购买吧！', 'productId': '22131432347'}
{'content': '外观非常好看~还挺不错的，下回有机会我还会来他家买~会继续支持你的', 'productId': '22131432347'}
{'content': '第二次来买了  一如既往的好！总之很不错。全5分~', 'productId': '22131432347'}
{'content': '东西挺好的，是自己喜欢的！价格也便宜我很喜欢~', 'productId': '22131432347'}
{'content': '特别满意  感觉非常好，宝贝很漂亮。给好评。', 'productId': '22131432347'}
{'content': '试用了几天后！很不错！老满意了  我很喜欢~', 'productId': '22131432347'}
{'content': '商家发货很快。商品质量没得说！服务态度很周到真心谢谢店家。', 'productId': '22131432347'}
{'content': '东西很好看。还挺不错的。非常满意在这家购买。下次还会来的！', 'productId': '22131432347'}
{'content': '发货及时。商品质量相当不错  老板人有耐心！很好的一次购物', 'productId': '22131432347'}
{'content': '没啥说的 。包装没有破损  宝贝非常不错，很不错值得购买', 'productId': '22131432347'}
{'content': '宝贝特别好。货比想像中要好  宝贝真心不错！还会再光顾的~', 'productId': '22131432347'}
{'content': '快递很快。卖家也很风趣  价格也便宜！掌柜态度很专业热情', 'productId': '22131432347'}
{'content': '值得回购！物流超级快包装精美真是太棒了  没让我失望。', 'productId': '22131432347'}
{'content': '试用了几天后价格大众化，真心的不错。老板服务态度特别好', 'productId': '22131432347'}
{'content': '老顾客了。跟描述的一样店家很讲信誉。掌柜态度很专业热情', 'productId': '22131432347'}
{'content': '试用了几天后。物超所值。祝卖家生意兴隆。下次再来哦，', 'productId': '22131432347'}
{'content': '宝贝到家完好，东西挺不错的這次交易十分愉快  总之一切一切都很好', 'productId': '22131432347'}
{'content': '超级好，质量很好。很满意客服态度  下次需要的时候我还会再来的', 'productId': '22131432347'}
{'content': '货比我想像中要好质量棒棒棒的  非常划算，下次有需要还来此店。', 'productId': '22131432347'}
{'content': '没啥说的 。很实用，客服回复消息也特别的快  与图片描述一样~', 'productId': '22131432347'}
{'content': '很快就收到了。物美价廉，喜欢的人赶紧下手吧！很满意的一次购物', 'productId': '22131432347'}
{'content': '宝贝挺好的  性价特别高。客服也耐心解释了！下次还会在来的哦', 'productId': '22131432347'}
{'content': '第一次买，很是喜欢商品质量也相当不错。有喜欢的朋友赶紧下手吧', 'productId': '22131432347'}
{'content': '货比我想像中要好，价格优惠质量不错店主服务态度好！客服很好！', 'productId': '22131432347'}
{'content': '不错不错！质量蛮好  外包装很漂亮  喜欢的亲们不要犹豫啦。', 'productId': '22131432347'}
{'content': '物流很快  宝贝一如既往的好买家服务很到位，下次还来买别的~', 'productId': '22131432347'}
{'content': '很好，我不错，以后还来找您！', 'productId': '15074609627'}
{'content': '不错，店主很热情，非常满意', 'productId': '15074609627'}
{'content': '除了赞，还是赞~~~。。。。', 'productId': '15074609627'}
{'content': '很大一包苦瓜，买回来泡水喝，性价比很高，经济又实惠，值得推荐购买，五星好评！', 'productId': '27626994050'}
{'content': '物流发货很快的,苦瓜不错！老板还送了小礼品', 'productId': '27626994050'}
{'content': '苦瓜茶一点都不苦的好喝，商家还送了几包菊花茶', 'productId': '27626994050'}
{'content': '炎热夏季各种烧烤啤酒太上火了，急需苦瓜茶败败火，这个到货真是快。看重量以为不多，没想到分量很足。喝完感觉味道很清香，有很好的清火解乏效果。还送了菊花，对于天天对着电脑、近视的我真是太给力了。', 'productId': '27626994050'}
{'content': '很好，满满的一大袋，喝完再来', 'productId': '27626994050'}
{'content': '拼购很划算 最关键的是老板发货很速度', 'productId': '27626994050'}
{'content': '东西确实挺不错的，物美价廉，简单粗暴的实惠，非常的满意，有机会还会继续购买', 'productId': '27626994050'}
{'content': '不是第一次购买了 店家的产品跟服务都很好，下一次还会继续购买。', 'productId': '27626994050'}
{'content': '夏天喝这个很不错，清热下火，店家服务热情，还有赠品，挺好的', 'productId': '27626994050'}
{'content': '刚冲了试了一下，有些苦有些甘，夏天喝这个应该可以清热解毒', 'productId': '27626994050'}
{'content': '质量不错，速度也快，值得购买！', 'productId': '30814027125'}
{'content': '不错?&hellip;&hellip;&hellip;', 'productId': '30814027125'}
{'content': '够大的。', 'productId': '30814027125'}
{'content': '诚信做生意质量特好?', 'productId': '30814027125'}
{'content': '东西收到了，过几天做一回尝尝吧。', 'productId': '11992630247'}
{'content': '吃了还可以，是原生带的就好了，那就胃口不一样，好吃，好吃。', 'productId': '11992630247'}
{'content': '此用户未填写评价内容', 'productId': '11992630247'}
{'content': '物流速度很快，包装很好，看上去质量不错，等吃了之后再来追评！', 'productId': '11992630247'}
{'content': '宝贝收到，看着确实很好，物流也很给力。', 'productId': '11992630247'}
{'content': '第一次买！以前是东北的！这次看看了！如果好会常买！', 'productId': '11992630247'}
{'content': '过年买的一直没有评论，还可以', 'productId': '11992630247'}
{'content': '收到了！很快、很好的！还没有吃！', 'productId': '11992630247'}
{'content': '木耳不错，质量好，份量足，口感好，经常光顾。', 'productId': '11992630247'}
{'content': '不错，食后再评谢了!', 'productId': '11992630247'}
{'content': '一次买了5包，菇味浓郁，泡水易软，非常好吃，值得购买！', 'productId': '29848531323'}
{'content': '不错，下次再来买！', 'productId': '29848531323'}
{'content': '这个菇好吃，比超市便宜', 'productId': '29848531323'}
{'content': '一大袋看着挺好挺多，还未吃，等吃后评价', 'productId': '29848531323'}
{'content': '此用户未及时填写评价内容，系统默认评价！', 'productId': '29848531323'}
{'content': '此用户未填写评价内容', 'productId': '29848531323'}
{'content': '商家发错货，咨询还没有人理！', 'productId': '29848531323'}
{'content': '商家发错货，咨询还没有人理！', 'productId': '29848531323'}
{'content': '好', 'productId': '29848531323'}
{'content': '味道很好，比超市便宜好多，问了卖家卖家说香菇是他们当地特产，所有买的比较便宜。一家人的都喜欢吃香菇，香菇包饺子，炖肉吃着都是超级美味的。以后就买你家了', 'productId': '29848531323'}
{'content': '很好是新鲜的陈皮，同样板图片的一样，不过放一段时间更好，也很实为呀', 'productId': '11131402146'}
{'content': '此用户未填写评价内容', 'productId': '11131402146'}
{'content': '味道很重，很满意，非常好！', 'productId': '11131402146'}
{'content': '经济实惠物美价廉', 'productId': '11131402146'}
{'content': '整体还不错，闻起来挺香的！', 'productId': '11131402146'}
{'content': '还可以，味道不太喜欢，没有橘皮那种香味', 'productId': '11131402146'}
{'content': '刚收到东西，还没喝，闻着味道不是太好，但愿明天泡茶好喝吧！', 'productId': '11131402146'}
{'content': '正在试用中，期待着效果', 'productId': '11131402146'}
{'content': '还不错，蛮好的，包装不好不坏，如果有一个小茶勺就好了', 'productId': '11131402146'}
{'content': '质量很好，量足价格合适。', 'productId': '11131402146'}
{'content': '味清新，质量可以，价格便宜，老人小孩适用．', 'productId': '26655973699'}
{'content': '此用户未填写评价内容', 'productId': '26655973699'}
{'content': '挺好的，快递也好', 'productId': '34532960748'}
{'content': '此用户未填写评价内容', 'productId': '34532960748'}
{'content': '第一次在网上买吃的，还不错，又甜又脆', 'productId': '11132329098'}
{'content': '还不错，很大一包', 'productId': '11132329098'}
{'content': '还没吃，包装干净。', 'productId': '11132329098'}
{'content': '挺好的', 'productId': '11132329098'}
{'content': '味道很浓郁，不错', 'productId': '22131725116'}
{'content': '快递小哥服务好，香菇质量好。', 'productId': '22131725116'}
{'content': '东西不错，品质还可以，快递及时', 'productId': '22131725116'}
{'content': '品质真的不错', 'productId': '22131725116'}
{'content': '不错，好吃', 'productId': '22131725116'}
{'content': '收到', 'productId': '22131725116'}
{'content': '此用户未填写评价内容', 'productId': '22131725116'}
{'content': '很好，一打开，清香扑面而来，也很整枝\n\n份量足，一大包，可以送点给别人', 'productId': '11131381391'}
{'content': '物流超快，慢慢的一大箱，可以喝好久了，品质不错，泡起来清香！', 'productId': '11131381391'}
{'content': '东西收到了，颜色不错，口感很好，下次还会光顾', 'productId': '11131381391'}
{'content': '收到货一大箱，里面4包。泡水喝味道很好，和嚼口香糖一样。', 'productId': '11131381391'}
{'content': '帮公司买的，挺好的，好评。', 'productId': '11131381391'}
{'content': '第一次购买，还是不错的', 'productId': '11131381391'}
{'content': '东西还可以闻闻就是一股清凉味儿。一公斤好大一包啊！就是运输的时候把盒子都弄那样子了！！', 'productId': '11131381391'}
{'content': '薄荷叶干净干燥完整，味道清香清凉，很好', 'productId': '11131381391'}
{'content': '感觉味道很好，价格实惠，值得一买', 'productId': '11131381391'}
{'content': '薄荷昨天到的，泡了一杯味道刚刚好。\n我们村药店卖的薄荷没味道。\n这家店的薄荷味道正宗。', 'productId': '11131381391'}
{'content': '切割太太小了点', 'productId': '24779724403'}
{'content': '此用户未填写评价内容', 'productId': '24779724403'}
{'content': '此用户未填写评价内容', 'productId': '24779724403'}
{'content': '此用户未填写评价内容', 'productId': '24779724403'}
{'content': '此用户未填写评价内容', 'productId': '24779724403'}
{'content': '香菇晒得很干爽，包饺子非常好', 'productId': '27189828808'}
{'content': '香菇虽小，但是味道很好。打开袋子，香菇特有的味道扑面而来。泡香菇的时候，家里整个都弥漫着香菇的味道。', 'productId': '27189828808'}
{'content': '有被老鼠咬破了包装觉得#', 'productId': '27189828808'}
{'content': '质量很好！小香菇味道不错！煲汤！烧炒都&lt;好吃！推荐大家购买！', 'productId': '27189828808'}
{'content': '香菇已收，虽个头稍小，但香味浓郁，物美价廉，赞一个!', 'productId': '27189828808'}
{'content': '还可以很香，不过晒得不够干。', 'productId': '27189828808'}
{'content': '香菇是冲着好评购买的！应该不错吧！在京东网上购物已成为我的爱好！', 'productId': '27189828808'}
{'content': '和图片样非常好', 'productId': '27189828808'}
{'content': '已是第三次购买了，算一次是众筹上买的', 'productId': '27189828808'}
{'content': '第二次购买了，这个香菇肉厚香气浓，很新鲜，比较满意。', 'productId': '27189828808'}
{'content': '货已收到，质量挺好的。', 'productId': '44387587551'}
{'content': '还不错 抛开很快 给饮料多点乐趣', 'productId': '12019308943'}
{'content': '刚刚收到东东还没品尝一下，看看很干净估计应该不错吧。', 'productId': '12019308943'}
{'content': '刚刚收到，看起还不错，就是不知道吃起怎么样', 'productId': '12019308943'}
{'content': '物流还可以，包装太差劲，外包装都烂了，这么小的东西，一点口子就全撒完了，幸运吧里面没事，还可以了，泡水喝了，还可以。好评给幸运。', 'productId': '12019308943'}
{'content': '价格实惠，没有杂质，包装完好', 'productId': '12019308943'}
{'content': '有一股淡淡的清香，不仔细闻闻不出来。话说泡发的好厉害，不止三十倍吧，以前喝饮料的时候觉得吃着挺好玩的，自己泡就没那么好了。泡发了后是不是有净水效果呢，有泉水的感觉。', 'productId': '12019308943'}
{'content': '吃的多了，肚子都不饿了，挺好玩的东东', 'productId': '12019308943'}
{'content': '小家伙买的，听说可以', 'productId': '12019308943'}
{'content': '品质好，又订了五斤，快点发货啊，好给朋友分享', 'productId': '12019308943'}
{'content': '好吃，特别好', 'productId': '12019308943'}
{'content': '淡淡的没有什么味道 朋友推荐的 网上查了查貌似效果很好用先试试', 'productId': '36458418880'}
{'content': '此用户未填写评价内容', 'productId': '36458418880'}
{'content': '您没有填写内容，默认好评', 'productId': '36458418880'}
{'content': '此用户未填写评价内容', 'productId': '36458418880'}
{'content': '京东平台商城购物放心！鲜烹烹官方旗舰店，发货速度快，品种齐全，赞一个！', 'productId': '14034777307'}
{'content': '鸡腿菇看起来挺好的，还没有吃不知味道如何', 'productId': '14034777307'}
{'content': '很香，味道很好！杠杠滴', 'productId': '14034777307'}
{'content': '清水洗过5,6遍后就比较干净了！', 'productId': '14034777307'}
{'content': '己经吃过了，非常不错，下次还会光顾！', 'productId': '14034777307'}
{'content': '东西看着应该不错，还没有吃呢', 'productId': '14034777307'}
{'content': '还没吃，希望干干净净没杂质', 'productId': '14034777307'}
{'content': '鸡腿菇很干净，价格实惠！', 'productId': '14034777307'}
{'content': '第一次买这菇吃，家里人都说挺好吃的。', 'productId': '14034777307'}
{'content': '味道还好，就是很难洗得干净，很多小沙子！', 'productId': '14034777307'}
{'content': '给家人买的，夏天喝非常好，可以降三高呢', 'productId': '27626994050'}
{'content': '收到货太开心了，看上去很不错，密封罐也很漂亮，卖家还送了礼品', 'productId': '27626994050'}
{'content': '三高患者必备，听看中医介绍的，买回来喝的试试，看上去有些杂质，问了店小二，说是正常的植物纤维脱落，想想也是啊！自己见识太少了', 'productId': '27626994050'}
{'content': '味纯，清新，口感好，非常喜欢', 'productId': '27626994050'}
{'content': '此用户未填写评价内容', 'productId': '27626994050'}
{'content': '好', 'productId': '27626994050'}
{'content': '苦瓜茶收到了，挺好的，色泽新鲜，口味不错，喝起来味道不错，发货速度挺快的，店家服务也挺好的。', 'productId': '27626994050'}
{'content': '口感淡淡的苦味，适合接受不了吃苦瓜一族的人，还送了金丝皇菊，值得再次购买', 'productId': '27626994050'}
{'content': '多次购买了，这个喝起来比吃味道更容易接受，可以!', 'productId': '27626994050'}
{'content': '挺好喝的，老人和我都喜欢喝。以后还来买', 'productId': '27626994050'}
{'content': '快递很快，店家服务很好，茶也挺好的，味儿正', 'productId': '27626994050'}
{'content': '好，真是真材实料，下次还会购买！', 'productId': '27626994050'}
{'content': '很不错，喝完了，再来光顾！', 'productId': '27626994050'}
{'content': '收到了，包装的很不错，没有破损的，很完整，煮了吃应该很不错', 'productId': '11992630247'}
{'content': '好超好吃超好吃超好吃重要的事情说三遍。喜欢的小伙伴们，赶快下单吧！', 'productId': '11992630247'}
{'content': '宝贝已经收到了，迫不及待拆开泡了一点炒，木耳颜色很正，味道很好吃，下次还来购买', 'productId': '11992630247'}
{'content': '木耳很好吃，没怪味，也不太贵，这个价位买到这么好的木耳值了！', 'productId': '11992630247'}
{'content': '收到货了，刚刚用了，很好吃，一点怪味都没有，质量好，下次还买这家，值得推荐哦！', 'productId': '11992630247'}
{'content': '木耳挺好的，也很好泡开，处理的挺干净的，妈妈很满意，价格也很划算。', 'productId': '11992630247'}
{'content': '这黑木耳太好了，泡着不仅快，而且炒起来也很好吃，清脆可口！', 'productId': '11992630247'}
{'content': '很好，昨晚炒菜做了一次很厚实口感也不错，', 'productId': '11992630247'}
{'content': '此用户未及时填写评价内容，系统默认评价！', 'productId': '11992630247'}
{'content': '此用户未填写评价内容', 'productId': '11992630247'}
{'content': '此用户未填写评价内容', 'productId': '29848531323'}
{'content': '店家的货速度很快，货品包装完好，香菇的质量看起来不错，有香味，个头大小基本均勻，比较干净。小香菇肉厚，吃着香，烧肉，烧豆腐都好吃，营养丰富，全家都喜欢吃。经常吃点，好处多多。店主人很好，值得信赖。以后经常回购的。店家发货很快，物流也很快。值得购买', 'productId': '29848531323'}
{'content': '此用户未填写评价内容', 'productId': '29848531323'}
{'content': '此用户未填写评价内容', 'productId': '29848531323'}
{'content': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'productId': '11131402146'}
{'content': '呵呵呵呵呵呵呵护', 'productId': '11131402146'}
{'content': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'productId': '11131402146'}
{'content': '好好好好好好好好好好好好好好好好好好好好好好好', 'productId': '11131402146'}
{'content': '???????', 'productId': '11131402146'}
{'content': '很不错，下次还会买．', 'productId': '11131402146'}
{'content': '价格实惠，分量足，味道挺浓，不过挺多细渣的。', 'productId': '11131402146'}
{'content': '没什么味道', 'productId': '11131402146'}
{'content': '我从来没有见过一个能把生意做成这样的店。能干下来真是奇迹呀。本来在京东买东西就图邮的快。结果一个星期就没有收到。找了客服才说补发。补发就补发。三样东西你能给我再少发一样。我是真的佩服。', 'productId': '11131402146'}
{'content': '满意', 'productId': '11131402146'}
{'content': '满意', 'productId': '11131402146'}
{'content': '平', 'productId': '11131402146'}
{'content': '没得说、态度非常好。效率特别快。。', 'productId': '11131402146'}
{'content': '很好！速度快，。卖家也好', 'productId': '11131402146'}
{'content': '好客服很好下次还来', 'productId': '11131402146'}
{'content': '价廉物，超值！', 'productId': '11131402146'}
{'content': '物美价廉 不错', 'productId': '11131402146'}
{'content': '挺好的，包装方便。。。信任京东，送货上门的服务超赞。', 'productId': '11131402146'}
{'content': '陈皮很好，我用来做醉虾的，味道一级棒。', 'productId': '11131402146'}
{'content': '和市面上买的差不多', 'productId': '11131402146'}
{'content': '很干颜色也好看，很好很好。', 'productId': '11131402146'}
{'content': '清新自然味美香甜 快递也给力', 'productId': '11131402146'}
{'content': '商品不错，物美价廉，希望下次再买。', 'productId': '11131402146'}
{'content': '味道不错，快递很快', 'productId': '11131402146'}
{'content': '喝着还不错，过段时间再来评价', 'productId': '11131402146'}
{'content': '味道好，颜色正，质量过关，有需要的话，还会来此购买', 'productId': '11131402146'}
{'content': '顿了几次肉，很好的，比我自己晒的味道好，估计在放时间长了会更好', 'productId': '11131402146'}
{'content': '东西收到，很好的一次购还会再买。', 'productId': '11131402146'}
{'content': '很新鲜哦?买了泡水喝', 'productId': '11131402146'}
{'content': '第二次买，好东西。', 'productId': '11131402146'}
{'content': '很满意，比想像的好多了。', 'productId': '11131402146'}
{'content': '卖家服务到位，态度很好，值得推荐，还会再来。', 'productId': '11131402146'}
{'content': '好，，，，，，，，，，：', 'productId': '11131402146'}
{'content': '东西不错 煮水和煮粥都不错', 'productId': '11131402146'}
{'content': '不错，就是有点碎', 'productId': '11131402146'}
{'content': '木耳特别出息，几片一泡就一小盆，还挺好的', 'productId': '11992630247'}
{'content': '今天晚上泡了一点炒来吃，吃起来脆脆的，而且也很嫩，跟小时候家里自己培植的一样的味道，很喜欢，下次还买哦！', 'productId': '11992630247'}
{'content': '木耳非常不错 今天弄了一点炒着吃 味道非常好 下次继续购买', 'productId': '11992630247'}
{'content': '木耳看着挺好泡开了很大一碗，闻了一下没有异味，吃起来味道很正清脆可口，满意。', 'productId': '11992630247'}
{'content': '脆脆的没怪味，我很喜欢吃，家人也很喜欢，价格也便宜，', 'productId': '11992630247'}
{'content': '产品质量非常好，口感很好，物超所值', 'productId': '11992630247'}
{'content': '很不错的宝贝 刚刚到货刚好到了准备饭菜的时间 刚刚品尝完 很好吃 脆脆的', 'productId': '11992630247'}
{'content': '东西很好，卖家发货快，态度也好。', 'productId': '11992630247'}
{'content': '收到啦！宝贝很不错，跟超市的一样物优价廉，客服态度也很好', 'productId': '11992630247'}
{'content': '是真的好木耳 口感很好  价格也便宜  好评', 'productId': '11992630247'}
{'content': '很好，和店面买的差不多。', 'productId': '11992630247'}
{'content': '领到了    东西其实比超市的好  还不贵    吃完在来买', 'productId': '11992630247'}
{'content': '收到了，物流很快啊，质量很好，比店里的好多了，物美价廉，棒！', 'productId': '11992630247'}
